sentence	label
Is he crazy Where is SS detail How are they making sure some crazy liberal with a gun doesn t show up	1
you realize she is being tricky with the wording on purpose she is not saying the kids in the ice centers are being mistreated	0
She is useless Attempts to do the right thing but never follows through	1
Good for her	0
Deplorable hillbilly who is the dreg of society and I m DAMN PROUD OF IT	0
Explain to me where i said that wasnt true I know what due process means I know when anyone goes to court over a crime like that it affects their lives he is not exempt from the process or ridicule	1
So called desi liberals want uncontrolled n unlimited liberty of media that is not acceptable or positive for any society	0
Trump didn t want to be president therefore colluding with Russia for presidency is a made up attempt by liberals just like SCJOUS	0
Do you think she is afraid of pigs that are not the same colour as her	1
Omg he is sex on legs	1
Have you seen or listened to your ANTIFA pals	0
Most modern conservatives aren t very bright A lot of our founding fathers were slave owners who wanted to end slavery in the US Their principles were far more nuanced and granular than modern conservative principles shallow principles cannot withstand the test of time	0
Us conservatives hope he does	0
Yeah that s why antifa dresses like isis	0
He s got his wee fake tap fae Turkey on to prove how loyal he is	1
Hey Serena dont do me any favors Women can take care of themselves Just hit your tennis balls and take care of your family	0
Good for you Matt Common sense	0
You will want to be in my bunker one day and you are not invited I am THE ANTI ANTIFA	0
None Gun control is a proven failure Just like in Mexico Rather we need to reintroduce moral teaching into schools and fix our Brocken mental health system	0
The entire idlib border is filled with HTS	0
I hope you are liking the cooler weather My husband and I are going to watch the other Hellboys before we see yours in the theatre We are both excited	0
Google got big by being the best search engine This is one reason why it is no longer a trustworthy search engine	0
Common sense can t be bought or taught you either have it or you don t	0
Nah Antifa are good to get killed	1
Looks like he is in the middle of shitting his pants Must have ate one booger too many	1
He s another one of the puke pool It s getting pretty full I can tell you that for sure	1
HI ILYSM IT HAS BEEN SUCH A GREAT DAY	0
I think Ill blame all the dumbasses for gun control	1
You keep telling this lie I think you Liberals believe yourselves Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them	1
God I hope shes wrong	0
Enjoy them before those liberals take them white boys down for being white	0
There is something very wrong with her She went ballistic when I wrote something that did not suite her Accusing me of very bad things She is dangerous	0
Bob is an old man living in the past He has no idea what the working class has been through Promises from both the Dems Rep career politicians with their expensive law degrees and never worked a day in their lives It took to finally listen and take action	0
God save the United States if this travesty happens a second time One hopes voters learned their lesson the first time	0
ANYONE interested in achieving REAL instead of just pursuing the Left Wing s insisting that all minorities must HATE white folks they would be protesting the HUUGE Multi National Corp s CEO PAY being over 100 times the ave workers pay	0
Never heard of this guy	0
We all know poll is completely a BS	0
If she is lying she needs to be sued for defamation of character and include Chuck Schumer and Dianne Feinstein in the lawsuit Proof isn t substantiated by a bunch of man hating PC me two girls that want free sex and then abortions paid for by the government	0
and i do disagree with moffats philosophy behind the doctor not liking endings i also dont think its impossible to say that both things are true the impact of claras death is undercut AND there is a lesson for the doctor clara is as much ready to die as she is to keep on going	0
I tear up from laughing so hard every single time I see this Priceless CNN should scoop him up for ANTIFA rallies and weather stories Creative cameraman job at worst Elaine would say this guy is sponge worthy Come on CNN hire this guy as a creative consultant at least	0
Fuck a drug test	1
Oh and how can I forget He created the greatest American economy in decades One where no matter who you are or what color your skin is you have a better chance of having a job instead of a government handout	0
She now THINKS she is a political activist the same way she THINKS she can act	0
2 Cor 5 17 Therefore if anyone is in Christ Consciousness he is a new creation Old things have passed away and look New things have come	0
Chicago has strict gun control laws but the highest gun violence rate Detroit was owened by Unions and is now bankrupt Cali has the second highest welfare rate and is now the homeless capital of the developed world	1
